codigoNacional;idEquipo;idPista;momento;radiacionGlobalInst;radiacionGlobalAcumulada24Horas;radiacionDifusa;radiacionNeta;radiacionGlobalInst2;momentoRegistro;RadGloMax15m;RadGloMed15m;RadGloMin15m;radiacionDirecta;radiacionFotosinteticaActiva
330020;0;;2023-06-01 00:00:00;0.0;169.9;;;;2023-06-01 00:05:25;;;;;
330020;0;;2023-06-01 00:01:00;0.0;169.9;;;;2023-06-01 00:10:03;;;;;
330020;0;;2023-06-01 00:02:00;0.0;169.9;;;;2023-06-01 00:10:03;;;;;
330020;0;;2023-06-01 00:03:00;0.0;169.9;;;;2023-06-01 00:10:03;;;;;
330020;0;;2023-06-01 00:04:00;0.0;169.9;;;;2023-06-01 00:10:03;;;;;
330020;0;;2023-06-01 00:05:00;0.0;169.9;;;;2023-06-01 00:10:03;;;;;
330020;0;;2023-06-01 00:06:00;0.0;169.9;;;;2023-06-01 00:15:04;;;;;
330020;0;;2023-06-01 00:07:00;0.0;169.9;;;;2023-06-01 00:15:04;;;;;
330020;0;;2023-06-01 00:08:00;0.0;169.9;;;;2023-06-01 00:15:04;;;;;
330020;0;;2023-06-01 00:09:00;0.0;169.9;;;;2023-06-01 00:15:04;;;;;
330020;0;;2023-06-01 00:10:00;0.0;169.9;;;;2023-06-01 00:15:04;;;;;
330020;0;;2023-06-01 00:11:00;0.0;169.9;;;;2023-06-01 00:20:18;;;;;
330020;0;;2023-06-01 00:12:00;0.0;169.9;;;;2023-06-01 00:20:18;;;;;
330020;0;;2023-06-01 00:13:00;0.0;169.9;;;;2023-06-01 00:20:18;;;;;
330020;0;;2023-06-01 00:14:00;0.0;169.9;;;;2023-06-01 00:20:18;;;;;
330020;0;;2023-06-01 00:15:00;0.0;169.9;;;;2023-06-01 00:20:18;;;;;
330020;0;;2023-06-01 00:16:00;0.0;169.9;;;;2023-06-01 00:25:06;;;;;
330020;0;;2023-06-01 00:17:00;0.0;169.9;;;;2023-06-01 00:25:06;;;;;
330020;0;;2023-06-01 00:18:00;0.0;169.9;;;;2023-06-01 00:25:06;;;;;
330020;0;;2023-06-01 00:19:00;0.0;169.9;;;;2023-06-01 00:25:06;;;;;
330020;0;;2023-06-01 00:20:00;0.0;169.9;;;;2023-06-01 00:25:06;;;;;
330020;0;;2023-06-01 00:21:00;0.0;169.9;;;;2023-06-01 00:30:04;;;;;
330020;0;;2023-06-01 00:22:00;0.0;169.9;;;;2023-06-01 00:30:04;;;;;
330020;0;;2023-06-01 00:23:00;0.0;169.9;;;;2023-06-01 00:30:04;;;;;
330020;0;;2023-06-01 00:24:00;0.0;169.9;;;;2023-06-01 00:30:04;;;;;
330020;0;;2023-06-01 00:25:00;0.0;169.9;;;;2023-06-01 00:30:04;;;;;
330020;0;;2023-06-01 00:26:00;0.0;169.9;;;;2023-06-01 00:35:20;;;;;
